instnm,ein
Massachusetts School of Law,43009002
Massage Institute of Memphis,263922337
Massasoit Community College,46002284
Master's Barber & Styling College,200304901
Mauna Loa Helicopters,990358673
Mayfield College,371520152
Mayland Community College,560990134
Mayo Clinic College of Medicine and Science,416011702
Maysville Community and Technical College,611320380
Mayville State University,456002485
McCormick Theological Seminary,362167802
McDaniel College,520591694
McDowell Technical Community College,560991668
McHenry County College,362640702
MCI,262518426
McKendree University,370661219
McLennan Community College,741541260
McMurry University,750855633
McNeese State University,726001688
McPherson College,480543736
MCPHS University,42104700
MCVSD,216007749
MDT College of Health Sciences,311514095
Meadville Theological School of Lombard College,366078270
Mech-Tech College,660561556
Mechon L'hoyroa,133684592
Med College,205673334
MediaTech Institute-Dallas,751575002
MediaTech Institute-Houston,751575002
Medical Allied Career Center,203388542
Medical Career & Technical College,450634566
Medical Career College of Northern California,300882851
Medical Career Institute,204550836
Medical College of Wisconsin,390806261
Medical Institute of Palm Beach,201727082
Medical Solutions Academy,454921046
Medical Training College,721325650
Medical University of South Carolina,576000722
Medina County Career Center,341085997
MedQuest College,830437571
Medspa Academies,263036352
Medspa Academies-National Institute of Modern Aesthetics,263036352
Meharry Medical College,222207921
Mei Barber School,262113282
Memorial Hospital School of Radiation Therapy Technology,131624080
Memphis Theological Seminary,626012228
Mendocino College,946002711
Menlo College,943204136
Merced College,770362218
Mercer County Community College,221804242
Mercer County Technical Education Center,556000358
Mercer University,580566167
Mercy College of Health Sciences,421511682
Mercy College of Ohio,341726619
Mercy University,131967321
Mercy-St Luke's School of Radiologic Technology,420504780
Mercyhurst University,250965430
Meredith College,560530242
Meridian College,592390702
Meridian Community College,646035781
Meridian Institute of Surgical Assisting,223683305
Meridian Technology Center,730953460
Meridian University,680319856
Merkaz Bnos-Business School,113029228
Merrimack College,42103731
Merritt College,941590799
Merryfield Academy,204412631
Meryma'at Barber College,811980902
Mesa Community College,860185552
Mesalands Community College,850273163
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,112620793
Mesivta Torah Vodaath Rabbinical Seminary,111633531
Mesivtha Tifereth Jerusalem of America,135600419
Messenger College,431633187
Messiah University,231352661
Methodist College,370661223
Methodist Theological School in Ohio,314421101
Methodist University,560657294
Metro Beauty Academy,203555659
Metro Detroit Barber College,30575465
Metro Technology Centers,731094545
Metropolitan College of New York,136192377
Metropolitan Community College Area,470557228
Metropolitan Community College-Kansas City,430813703
Metropolitan Learning Institute,113350641
Metropolitan State University,411687554
Metropolitan State University of Denver,840559160
MGH Institute of Health Professions,42868893
Miami Ad School,650418320
Miami Ad School-Atlanta,650418320
Miami Ad School-New York,650418320
Miami Ad School-San Francisco,650418320
Miami Dade College,591210485
Miami Lakes Educational Center and Technical College,596000572
Miami Media School,341527166
Miami Regional University,650633679
Miami University-Hamilton,316402089
Miami University-Middletown,316402089
Miami University-Oxford,316402089
Miami Valley Career Technology Center,310742818
MIAT College of Technology,341613136
Michael's Barber & Hair Stylist Academy,471232773
Michigan Career and Technical Institute,386000134
Michigan College of Beauty-Monroe,382015077
Michigan College of Beauty-Troy,382016309
Michigan School of Psychology,382333042
Michigan State University,386005984
Michigan Technological University,386005955
Mid Cities Barber College,752208803
Mid Michigan College,381812272
Mid-America Christian University,741196134
Mid-America College of Funeral Service,751104546
Mid-America Technology Center,730783159
Mid-Atlantic Christian University,561065978
Mid-Del Technology Center,736033467
Mid-EastCTC-Adult Education,310727094
Mid-Plains Community College,470526576
Mid-South Christian College,510205293
Mid-State Technical College,391089584
MidAmerica Nazarene University,480730814
Middle Georgia State University,586002057
Middle Tennessee School of Anesthesia Inc,581494136
Middle Tennessee State University,626005794
Middlebury College,30179298
Middlebury Institute of International Studies at Monterey,30179298
Middlesex College,221769370
Middlesex Community College,46002284
Midfield Institute of Cosmetology,800205752
Midland College,751403958
Midland University,470376551
Midlands Technical College,570427788
Midway University,610444708
Midwest Barber College,474008139
Midwest College of Oriental Medicine-Racine,363414252
Midwest College of Oriental Medicine-Skokie,363414252
Midwest Institute,431364725
Midwest Technical Institute-Illinois,371347328
Midwest Technical Institute-Missouri,371347328
Midwestern Baptist Theological Seminary,440618839
Midwestern Career College,475337501
Midwestern State University,756001738
Midwestern University-Downers Grove,363377698
Midwestern University-Glendale,363377698
Midwives College of Utah,841398694
Mifflin County Academy of Science and Technology,231669842
Milan Institute of Cosmetology-El Paso,751640547
Milan Institute of Cosmetology-Reno,751640547
Milan Institute of Cosmetology-San Antonio Military,751640547
Milan Institute of Cosmetology-Vacaville,751640547
Milan Institute-Amarillo,751640547
Milan Institute-Bakersfield,751640547
Milan Institute-Clovis,751640547
Milan Institute-Las Vegas,751640547
Milan Institute-Merced,751640547
Milan Institute-Palm Desert,751640547
Milan Institute-San Antonio Ingram,751640547
Milan Institute-Sparks,751640547
Milan Institute-Visalia,751640547
Mildred Elley School-Albany Campus,611448882
Mildred Elley-New York Campus,611448882
Mildred Elley-Pittsfield Campus,611448882
Miles College,630400608
Miles Community College,816000208
Millennia Atlantic University,203240823
Miller-Motte College-Arizona Automotive Institute,461749258
Miller-Motte College-Augusta,461749258
Miller-Motte College-Berks Technical Institute,461749258
Miller-Motte College-Charleston,461749258
Miller-Motte College-Chattanooga,461749258
Miller-Motte College-Columbus,461749258
Miller-Motte College-Conway,461749258
Miller-Motte College-Fayetteville,461749258
Miller-Motte College-Jacksonville,461749258
Miller-Motte College-Macon,461749258
Miller-Motte College-McCann-Allentown,461749258
Miller-Motte College-McCann-Lewisburg,461749258
Miller-Motte College-McCann-Monroe,721132608
Miller-Motte College-Raleigh,541404068
Miller-Motte College-STVT-Arlington,461749258
Miller-Motte College-STVT-Corpus Christi,461749258
Miller-Motte College-STVT-McAllen,461749258
Miller-Motte College-STVT-San Antonio,461749258
Miller-Motte College-Tulsa,461749258
Miller-Motte College-Wilmington,461749258
Millersville University of Pennsylvania,232397926
Milligan University,620535755
Millikin University,370706154
Millsaps College,640303084
Milwaukee Area Technical College,396003459
Milwaukee Career College,300128225
Milwaukee Institute of Art & Design,391201561
Milwaukee School of Engineering,390477970
Mind Body Institute,208027032
Mineral Area College,430829175
Mineral County Vocational Technical Center,556000361
Mingo Extended Learning Center,556000363
Minneapolis College of Art and Design,411607453
Minneapolis Community and Technical College,411687554
Minnesota North College,411687554
Minnesota State College Southeast,411687554
Minnesota State Colleges and Universities System Office,411687554
Minnesota State Community and Technical College,416007162
Minnesota State University Moorhead,411687554
Minnesota State University-Mankato,411687554
Minnesota West Community and Technical College,411687554
Minot State University,456002481
MiraCosta College,956006662
Mirrer Yeshiva Cent Institute,111782116
Misericordia University,240795406
Missio Theological Seminary,231937954
Mission Beauty Institute,822151026
Mission College,946020929
Mission University,440567840
Mississippi College,640303086
Mississippi Community College Board,640897726
Mississippi Delta Community College,646001101
Mississippi Gulf Coast Community College,646000964
Mississippi Institute of Aesthetics Nails & Cosmetology,205526137
Mississippi State University,646000819
Mississippi University for Women,646000826
Mississippi Valley State University,646001395
Missouri Baptist University,430817015
Missouri College of Cosmetology and Esthetics,431892266
Missouri Southern State University,430813540
Missouri State University-Springfield,446000308
Missouri State University-West Plains,431641443
Missouri University of Science and Technology,436003859
Missouri Valley College,440545286
Missouri Western State University,430830018
Mitchell College,60662150
Mitchell Community College,561048429
Mitchell Hamline School of Law,410518750
Mitchell Technical College,466001338
Mitchells Academy,560578656
Mitsu Sato Hair Academy,208394085
MIXED Institute of Cosmetology & Barber,364756163
Moberly Area Community College,430908094
Mobile Technical Training,223822782
Model College of Hair Design,410876527
Modern Beauty Academy,952123600
Modern Hairstyling Institute-Arecibo,660263159
Modern Hairstyling Institute-Bayamon,660263159
Modern Hairstyling Institute-Carolina,660263159
Modern Technology School,954060615
Modern Welding School,141622591
Modesto Junior College,521566989
Mohave Community College,860287804
Mohawk Valley Community College,161020948
Moler Barber College,452442273
Moler Hollywood Beauty Academy,311066617
Moler-Pickens Beauty Academy,311066617
Molloy College,111797182
Monmouth College,370661228
Monmouth University,210634584
Monongalia County Technical Education Center,556000366
Monroe College,132501225
Monroe Community College,160849590
Monroe County Community College,386096311
Montana Academy of Salons,352270868
Montana Barber Institute,473833036
Montana State University,816010045
Montana State University Billings,816001642
Montana State University-Northern,816001663
Montana Technological University,816001654
Montcalm Community College,381790920
Montclair State University,222912682
Montefiore School of Nursing,462931956
Monterey Peninsula College,942314506
Montessori Education Center of the Rockies,840798089
Montgomery Beauty School,521774563
Montgomery Beauty School-Baltimore Beauty & Barber School,521774563
Montgomery College,520891845
Montgomery Community College,560895349
Montgomery County Community College,231670325
Montreat College,560543261
Montserrat College of Art,521859814
Monty Tech,42393534
Moody Bible Institute,362167792
Moore Career College,721221297
Moore College of Art and Design,231352236
Moore Norman Technology Center,730953949
Moorpark College,952224338
Moraine Park Technical College,391088212
Moraine Valley Community College,362614971
Moravian University,240795460
More Tech Institute,204373255
Morehead State University,616001496
Morehouse College,580566205
Morehouse School of Medicine,581438877
Moreno Valley College,330831357
Morgan Community College,383721881
Morgan State University,526002033
Morgantown Beauty College Inc,550330162
Morningside University,420680400
MORRIS BROWN COLLEGE,580607083
Morris College,576000734
Morris County Vocational School District,221908487
Morrison Institute of Technology,362919340
Morton College,362615274
Motion Picture Institute,383300086
Motlow State Community College,620800916
Motoring Technical Training Institute,50405329
MotoRing Technical Training Institute,50405329
Mott Community College,381914697
Mount Aloysius College,251114320
Mount Angel Seminary,930386869
Mount Carmel College of Nursing,311308555
Mount Holyoke College,42103578
Mount Marty University,460283336
Mount Mary University,390806154
Mount Mercy University,420681046
Mount Saint Mary College,141468399
Mount Saint Mary's University,951641455
Mount Sinai Phillips School of Nursing,135564934
Mount St. Joseph University,237179567
Mount St. Mary's University,520591672
Mount Vernon Nazarene University,310725957
Mount Wachusett Community College,46002284
Mountain Empire Community College,541268294
Mountain Gateway Community College,541268274
Mountain State School of Massage,550743555
Mountainland Technical College,412126821
Mountwest Community and Technical College,472045326
Mr Wayne's School of Unisex Hair Design,621160634
Ms Roberts Academy of Beauty Culture,363248681
Mt Hood Community College,930546890
Mt San Antonio College,956002131
Mt San Jacinto Community College District,956000929
Mt. Diablo Adult Education-Mt. Diablo USD,680091157
MTI College,941620973
Muhlenberg College,231352664
Multnomah University,930398802
Murray State College,300885267
Murray State University,611005783
Musicians Institute,953104185
Muskegon Community College,381717800
Muskingum University,314379515
My Le's Beauty College,204270012
My Le's Beauty College,800529460
MyComputerCareer at Columbus,454886083
MyComputerCareer at Indianapolis,455595398
MyComputerCareer at Raleigh,261239197
Myotherapy Institute,470808358
Myotherapy Massage College,870476014
MyrAngel Beauty Institute,660613428
Mystros Barber Academy,753170284
Napa Valley College,680314463
Naropa University,841029228
NASCAR Technical Institute,861035629
Nash Community College,560895794
Nashotah House,390806195
Nashua Community College,900531902
Nashville Film Institute,262666889
Nashville State Community College,620808901
Nassau Community College,116000463
Nathan Layne Institute of Cosmetology,853561578
National American University-Rapid City,460276203
National Aviation Academy of New England,262224829
National Aviation Academy of Tampa Bay,640792444
National Beauty College,341022080
National Career College,113835373
National Career Education,942317605
National Career Institute,208937098
National Conservatory of Dramatic Arts,522069008
National Holistic Institute,943013724
National Institute for Medical Assistant Advancement (NIMAA),813293048
National Latino Education Institute,362755187
National Louis University,362167804
National Paralegal College,421562238
National Park College,710445211
National Personal Training Institute,593722985
National Personal Training Institute-Tampa,593722985
National Polytechnic College,954696502
National University,237172306
National University of Health Sciences,361521940
National University of Natural Medicine,930461940
Natural Images Beauty College,271491897
Navajo Technical University,850303705
Navarro College,756002129
Nazarene Bible College,840576430
Nazarene Theological Seminary,440552055
Nazareth University,160743088
Nebraska College of Technical Agriculture,470049123
Nebraska Indian Community College,470623553
Nebraska Methodist College of Nursing & Allied Health,470724387
Nebraska Wesleyan University,470376524
Neecee's Barber College,352442623
Neighborhood Playhouse School of the Theater,131635274
Neo-Esthetique European Institute,-1
Neosho Beauty College,431319385
Neosho County Community College,480698341
Ner Israel Rabbinical College,520660881
Networks Barber College,271223686
Neumann University,231657958
Neumont College of Computer Science,134237385
Nevada Career Institute,541943807
Nevada State University,886000024
Nevada System of Higher Education-System Office,886000024
New Beginning College of Cosmetology,202711032
New Beginnings Beauty Academy,300685232
New Brunswick Theological Seminary,221994554
New Castle School of Trades,251419412
New College of Florida,900057281
New Community Career & Technical Institute,222546365
New Concept Massage and Beauty School,650401238
New Dimensions School of Hair Design,431653300
New England College,20223955
New England College of Optometry,41591060
New England Hair Academy,42593314
New England Institute of Technology,50312747
New England Law-Boston,42152671
New England Tractor Trailer Training School of Connecticut,60804020
New England Tractor Trailer Training School of CT-Bridgeport,60804020
New England Tractor Trailer Training School of Massachusetts,42424801
New England Tractor Trailer Training School of Rhode Island,42424801
New Hampshire Institute for Therapeutic Arts,20377332
New Hope Christian College-Eugene,936002614
New Jersey City University,222830882
New Jersey Institute of Technology,226000910
New Mexico Highlands University,856000406
New Mexico Institute of Mining and Technology,856000411
New Mexico Junior College,850193990
New Mexico Military Institute,856000408
New Mexico State University-Alamogordo,856000401
New Mexico State University-Dona Ana,856000401
New Mexico State University-Grants,856000401
New Mexico State University-Main Campus,856000401
New Professions Technical Institute,650361224
New River Community and Technical College,113742937
New River Community College,541268256
New Tyler Barber College Inc,710529193
New York Academy of Art,133643485
New York Automotive and Diesel Institute,113133408
New York College of Podiatric Medicine,131632522
New York College of Traditional Chinese Medicine,113358541
New York Conservatory for Dramatic Arts,133118210
New York Film Academy,133723331
New York Institute of Beauty,113408101
New York Institute of Massage Inc,161501956
New York Institute of Technology,111788788
New York Law School,135645885
New York Medical Career Training Center,113323066
New York Medical College,131099420
New York School for Medical and Dental Assistants,112126390
New York School of Esthetics & Day Spa,201047723
New York School of Interior Design,131662715
New York Seminary,460872490
New York Theological Seminary,131628150
New York University,135562308
Newberry College,570314404
Newman University,480556716
Newschool of Architecture and Design,364388706
NHTI-Concord's Community College,900531902
Niagara County Community College,160867332
Niagara University,160755807
Nicholls State University,726011797
Nichols College,42104778
Nicolet Area Technical College,391086910
Nightingale College,371708791
No Grease Barber School,542035117
Norco College,330831357
Norfolk State University,546002808
Normandale Community College,411687554
North Adrian's College of Beauty Inc,941669851
North American Trade Schools,30427931
North American University,208825983
North Arkansas College,710451862
North Bennet Street School,42103830
North Carolina A & T State University,566000007
North Carolina Central University,566000730
North Carolina State University at Raleigh,566000756
North Carolina Wesleyan University,560686603
North Central College,362169157
North Central Institute,621379294
North Central Kansas Technical College,480691131
North Central Michigan College,381586760
North Central Missouri College,431172503
North Central State College,341038108
North Central Texas College,751050382
North Central University,410706151
North Country Community College,141497536
North Dakota State College of Science,456002451
North Dakota State University-Main Campus,456002439
North Florida College,591214592
North Florida Cosmetology Institute,592884121
North Florida Technical College,596000518
North Georgia Technical College,581733358
North Greenville University,570314406
North Hennepin Community College,411687554
North Idaho College,826000936
North Iowa Area Community College,420930155
North Orange County Community College District,952394131
North Park University,361557840
North Seattle College,910826872
North Shore Community College,42687444
North-West College-Anaheim,951729727
North-West College-Glendale,951729727
North-West College-Long Beach,951729727
North-West College-Pomona,951729727
North-West College-Riverside,951729727
North-West College-San Diego,951729727
North-West College-Van Nuys,951729727
North-West College-West Covina,951729727
Northampton County Area Community College,236417444
Northcentral Technical College,391077093
Northcentral University,900171867
Northeast Alabama Community College,630504999
Northeast College of Health Sciences,131916574
Northeast Community College,470524851
Northeast Iowa Community College,420924711
Northeast Lakeview College,746002173
Northeast Mississippi Community College,646000913
Northeast Ohio Medical University,341131512
Northeast State Community College,621033870
Northeast Technical Institute,10502082
Northeast Technology Center,730784737
Northeast Texas Community College,751963242
Northeast Wisconsin Technical College,391087141
Northeastern Illinois University,366009515
Northeastern Junior College,383721881
Northeastern Oklahoma A&M College,736017987
Northeastern Seminary,161554414
Northeastern State University,911898417
Northeastern Technical College,570510554
Northeastern University,41679980
Northeastern University Oakland,41679980
Northeastern University Professional Programs,41679980
Northern Arizona University,742579628
Northern Baptist Theological Seminary,362169160
Northern Career Institute,346003081
Northern Essex Community College,42498732
Northern Illinois University,366008480
Northern Institute of Cosmetology,341172259
Northern Kentucky University,611010545
Northern Maine Community College,10416015
Northern Marianas College,986021499
Northern Michigan University,386029206
Northern New Mexico College,856000545
Northern Oklahoma College,731552496
Northern State University,466000364
Northern Technical College,460848539
Northern Tier Career Center,231672458
Northern Virginia Community College,541268263
Northern Virginia School of Therapeutic Massage,562636746
Northern Wyoming Community College District,836000221
Northland College,390806428
Northland Community and Technical College,411687554
Northland Pioneer College,860277526
Northpoint Bible College,56015988
Northshore Technical Community College,721470584
NorthWest Arkansas Community College,710068554
Northwest Career College,753021716
Northwest College,836001133
Northwest College of Art & Design,911403705
Northwest College-Beaverton,912195785
Northwest College-Clackamas,912195785
Northwest College-Eugene,912195785
Northwest College-Medford,912195785
Northwest College-Tualatin,912195785
Northwest Educational Center,760304195
Northwest Florida State College,591214054
Northwest HVAC/R Training Center,916049440
Northwest Indian College,910905644
Northwest Iowa Community College,420926341
Northwest Kansas Technical College,480690968
Northwest Louisiana Technical Community College,721470584
Northwest Mississippi Community College,646001616
Northwest Missouri State University,446000301
Northwest Nazarene University,820200907
Northwest School of Wooden Boat Building,911122839
Northwest Shoals Community College,630513822
Northwest State Community College,341003685
Northwest Technical College,411687554
Northwest Technical Institute,710446652
Northwest Technology Center-Alva,731392914
Northwest University,910615846
Northwest University-Center for Online and Extended Education,910615846
Northwest Vista College,746002173
Northwestern College,420698196
Northwestern College,363520197
Northwestern Health Sciences University,410684657
Northwestern Michigan College,386027348
Northwestern Oklahoma State University,736017987
Northwestern State University of Louisiana,726000783
Northwestern Technological Institute,382904854
Northwestern University,362167817
Northwood Technical College,391176625
Northwood University,381624684
Norwich University,30179424
Nossi College of Art and Design,621286367
Notre Dame de Namur University,941156646
Notre Dame of Maryland University,520591641
Nouvelle Institute,650309142
Nova Academy of Cosmetology,203109359
Nova Academy of Cosmetology Woodbury,203698604
Nova College de Puerto Rico,660474980
Nova Southeastern University,591083502
NTMA Training Centers of Southern California,952540850
NUC University,660394377
Nueta Hidatsa Sahnish College,450322990
Nunez Community College,721215360
Nuvani Institute,204242156
Nuvani Institute,204242156
Nuvo College of Cosmetology,522193447
O'Briens Aveda Institute,30227551
Oak Hills Christian College,410795255
Oak Valley College,204611212
Oakland City University,350869063
Oakland Community College,381751522
Oakland University,381714400
Oakton College,362681999
Oakwood University,630366652
Oberlin College,340714363
Oblate School of Theology,741357323
Occidental College,951667177
Ocean Corporation,741661863
Ocean County College,221757756
Ocean County Vocational-Technical School,216007568
Oconee Fall Line Technical College,582182006
Odessa College,756002907
Oehrlein School of Cosmetology,371403962
Ogden-Weber Technical College,870381952
Ogeechee Technical College,581859938
Oglala Lakota College,237135915
Ogle School Hair Skin Nails-Arlington,471863443
Ogle School Hair Skin Nails-Dallas,471863443
Ogle School Hair Skin Nails-Denton,471863443
Ogle School Hair Skin Nails-Ft Worth,471863443
Ogle School Hair Skin Nails-Hurst,471863443
Ogle School Hair Skin Nails-North Dallas,471863443
Ogle School Hair Skin Nails-San Antonio,751863443
Ogle School Hair Skin Nails-Stafford,471863443
Ogle School Hair Skin Nails-Willowbrook,471863443
Oglethorpe University,580568698
Ohel Margulia Seminary,237379099
Ohio Business College-Dayton-Driving Academy,311562541
Ohio Business College-Sandusky,311563541
Ohio Business College-Sheffield,311562541
Ohio Christian University,310971599
Ohio Dominican University,314379560
Ohio Institute of Allied Health,271928322
Ohio Media School-Cincinnati,341527166
Ohio Media School-Columbus,341527166
Ohio Media School-Valley View,341527166
Ohio Medical Career College,412277319
Ohio Northern University,344429091
Ohio State Beauty Academy,481256155
Ohio State College of Barber Styling,311626672
Ohio State School of Cosmetology-Canal Winchester,310737577
Ohio State School of Cosmetology-Heath,310737577
Ohio State University Agricultural Technical Institute,316025986
Ohio State University-Lima Campus,316025986
Ohio State University-Main Campus,316025986
Ohio State University-Mansfield Campus,316025986
Ohio State University-Marion Campus,316025986
Ohio State University-Newark Campus,316025986
Ohio Technical College,341056491
Ohio University-Chillicothe Campus,316402113
Ohio University-Eastern Campus,316402113
Ohio University-Lancaster Campus,316402113
Ohio University-Main Campus,316402113
Ohio University-Southern Campus,316402113
Ohio University-Zanesville Campus,316402113
Ohio Wesleyan University,314379585
Ohlone College,942378181
Ohr Hameir Theological Seminary,132739192
Okaloosa Technical College,596000764
Oklahoma Baptist University,730579264
Oklahoma Christian University,730555460
Oklahoma City Community College,736017987
Oklahoma City University,730579265
Oklahoma Panhandle State University,911896905
Oklahoma State University Center for Health Sciences,736017987
Oklahoma State University Institute of Technology,736017987
Oklahoma State University-Main Campus,731383996
Oklahoma State University-Oklahoma City,731383996
Oklahoma Technical College,472654761
Oklahoma Wesleyan University,736085616
Old Dominion University,546000884
Old Town Barber College-Wichita,480804082
Oliver Finley Academy of Cosmetology,201769459
Olivet Nazarene University,362191252
Olney Central College,370906196
Olympian Academy of Cosmetology,850352526
Olympic College,910823201
Omega Graduate School,621149976
Omega Institute of Cosmetology,721306714
Omega Studios' School of Applied Recording Arts & Sciences,521779117
One Stop Academy,823365617
Onondaga Community College,160973001
Onondaga Cortland Madison BOCES,160955084
Opelousas School of Cosmetology,721320383
Oral Roberts University,730739626
Orange Coast College,956002272
Orange County Community College,146004242
Orange Technical College,596000771
Orange Technical College-East Campus,596000771
Orange Technical College-South Campus,596000771
Orange Technical College-West Campus,596000771
Orange Ulster BOCES-Practical Nursing Program,146011830
Orangeburg Calhoun Technical College,570481987
Oregon Coast Community College,930951996
Oregon College of Oriental Medicine,930845182
Oregon Health & Science University,931176109
Oregon Institute of Technology,936001786
Oregon State University,611730890
Oregon State University-Cascades Campus,611730890
Orion Institute,341860468
Orion Technical College,421190485
Orleans Niagara BOCES-Practical Nursing Program,166009030
Orleans Technical College,231352118
Orlo School of Hair Design and Cosmetology,141672063
Osceola Technical College,596000779
Otero College,840644739
Otis College of Art and Design,132981115
Otsego Area BOCES-Practical Nursing Program,156011692
Ottawa University-Kansas City,480543772
Ottawa University-Milwaukee,480543772
Ottawa University-Online,480543772
Ottawa University-Ottawa,480543772
Ottawa University-Surprise,480543772
Otterbein University,314379532
Ouachita Baptist University,710239383
Our Lady of the Lake University,741109631
Owens Community College,341059164
Owensboro Community and Technical College,611320380
Oxford Academy of Hair Design Inc,208930936
Oxnard College,952224338
Ozark Christian College,446005108
Ozarka College,710443460
Ozarks Technical Community College,431549458
P B Cosmetology Education Center,222825972
P C Age-Jersey City,223705915
P&A Scholars Beauty School,61668851
Pace University,135562314
Pacific Bible College,931071753
Pacific College,330568118
Pacific College of Health and Science,263844066
Pacific College of Health and Science,263799496
Pacific College of Health and Science,263844066
Pacific Islands University,660480546
Pacific Lutheran University,910565571
Pacific Northwest Christian College,203835063
Pacific Northwest College of Art,930386972
Pacific Northwest University of Health Sciences,61744054
Pacific Oaks College,951716809
Pacific Rim Christian University,473609601
Pacific School of Religion,941186179
Pacific States University,951744370
Pacific Union College,941279798
Pacific University,930386892
Pacifica Graduate Institute,770119973
Paier College,60797860
Paine College,237434499
Palau Community College,942940238
Palladium Technical Academy Inc,61771287
Palm Beach Academy of Health & Beauty,651096838
Palm Beach Atlantic University,591092732
Palm Beach State College,591216000
Palmer College of Chiropractic,426081293
Palo Alto College,746002173
Palo Alto University,942340692
Palo Verde College,330833195
Palomar College,956002227
Palomar Institute of Cosmetology,953286308
Pamlico Community College,560894229
Panola College,751854775
Paradise Valley Community College,860185552
Paramount Beauty Academy,311288866
Pardee RAND Graduate School,951958142
Paris Junior College,756002205
Parisian Beauty School,223529868
Parisian Spa Institute,208987994
Park Place Premier Barber School,264499884
Park University,440562048
Parker University,751596658
Parkland College,370892090
Pasadena City College,952505000
Pasco-Hernando State College,591385831
Passaic County Community College,221907901
Pat Goins Beauty Schools formerly Paul Mitchell the School-Shreveport,863686619
Pathway Vocational Academy,843132707
Patrick & Henry Community College,541268271
Paul D Camp Community College,541268245
Paul Mitchell the School-Albuquerque,651255024
Paul Mitchell the School-Arkansas,263879286
Paul Mitchell the School-Arlington,752734206
Paul Mitchell the School-Atlanta,824859747
Paul Mitchell the School-Austin,300648608
Paul Mitchell the School-Baton Rouge,721472129
Paul Mitchell the School-Birmingham,202881924
Paul Mitchell the School-Boise,201016858
Paul Mitchell the School-Chicago,383362779
Paul Mitchell the School-Cincinnati,202701630
Paul Mitchell the School-Clear Lake,721620790
Paul Mitchell the School-Cleveland,20747531
Paul Mitchell the School-Colorado Springs,830489929
Paul Mitchell the School-Columbia,261920424
Paul Mitchell the School-Columbus,161727221
Paul Mitchell the School-Costa Mesa,870421332
Paul Mitchell the School-Dallas,752734206
Paul Mitchell the School-Delaware,203291435
Paul Mitchell the School-Denver,352418906
Paul Mitchell the School-East Bay,208305513
Paul Mitchell the School-Esani,134289699
Paul Mitchell The School-Farmington Hills,814516218
Paul Mitchell the School-Fayetteville,261920424
Paul Mitchell the School-Fort Lauderdale,264792600
Paul Mitchell the School-Fort Myers,383397084
Paul Mitchell the School-Fresno,261584551
Paul Mitchell the School-Gastonia,562233936
Paul Mitchell the School-Grand Rapids,814758992
Paul Mitchell the School-Great Lakes,383397084
Paul Mitchell the School-Greenville,261920424
Paul Mitchell the School-Houston,721620790
Paul Mitchell the School-Huntsville,383776093
Paul Mitchell the School-Indianapolis,261750788
Paul Mitchell the School-Jacksonville,810666843
Paul Mitchell the School-Knoxville,273497249
Paul Mitchell the School-Las Vegas,264627738
Paul Mitchell the School-Lexington,263262063
Paul Mitchell the School-Little Rock,208251565
Paul Mitchell the School-Logan,464541167
Paul Mitchell the School-Lombard,383362779
Paul Mitchell the School-Louisville,261539332
Paul Mitchell the School-Madison,264182612
Paul Mitchell the School-Memphis,813540412
Paul Mitchell the School-Merrillville,814758992
Paul Mitchell the School-Miami,473589046
Paul Mitchell the School-Michigan,870421332
Paul Mitchell the School-Milwaukee,721620790
Paul Mitchell the School-Missouri Columbia,471143590
Paul Mitchell the School-Modesto,711007587
Paul Mitchell the School-Murfreesboro,274566182
Paul Mitchell the School-Murfreesboro-Nashville,274566182
Paul Mitchell the School-Nampa,201016858
Paul Mitchell the School-New Orleans,721472129
Paul Mitchell the School-Normal,261615343
Paul Mitchell the School-North Haven,20557522
Paul Mitchell the School-North Tahoe,260642925
Paul Mitchell the School-NYC,852759259
Paul Mitchell the School-Orlando,870421332
Paul Mitchell the School-Overland Park,260232196
Paul Mitchell the School-Pasadena,900174566
Paul Mitchell the School-Phoenix,320211037
Paul Mitchell the School-Portsmouth,461471130
Paul Mitchell the School-Provo,473347892
Paul Mitchell the School-Raleigh,204202578
Paul Mitchell the School-Rapid City,460361514
Paul Mitchell the School-Reno,260642925
Paul Mitchell the School-Rexburg,201113437
Paul Mitchell the School-Rhode Island,870421332
Paul Mitchell the School-Richland,473347892
Paul Mitchell the School-Roanoke,462295725
Paul Mitchell the School-Sacramento,134289699
Paul Mitchell the School-Salt Lake City,202785549
Paul Mitchell the School-San Antonio,752734206
Paul Mitchell the School-San Diego,870421332
Paul Mitchell the School-San Jose,471666641
Paul Mitchell the School-Schenectady,264792600
Paul Mitchell the School-Sherman Oaks,20774738
Paul Mitchell the School-Spokane,261188644
Paul Mitchell the School-Springfield,202499465
Paul Mitchell the School-St Louis,900517833
Paul Mitchell the School-St. George,464541167
Paul Mitchell the School-Tampa,870421332
Paul Mitchell the School-Temecula,412036985
Paul Mitchell the School-Tinley Park,364175452
Paul Mitchell the School-Toledo,202701630
Paul Mitchell the School-Tulsa,383849589
Paul Mitchell the School-Twin Falls,844784019
Paul Mitchell the School-Tysons Corner,810666843
Paul Mitchell the School-Wichita,261702931
Paul Quinn College,741238438
Paul Smiths College of Arts and Science,150533545
Payne Theological Seminary,316000921
PC AGE-Metropark,223348712
PCI Academy-Ames,421102056
